study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB12357	SAMEA3882527	ERX1368915	ERR1297583	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297583/ERR1297583.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297583/FAT_014-22-84-0_13s000107-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882540	ERX1368916	ERR1297584	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297584/ERR1297584.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297584/FAT_020-22-2-0_13s000118-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882538	ERX1368917	ERR1297585	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297585/ERR1297585.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297585/FAT_020-22-0-0_13s000115-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882548	ERX1368918	ERR1297586	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297586/ERR1297586.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297586/FAT_024-22-0-0_13s000091-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882523	ERX1368919	ERR1297587	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297587/ERR1297587.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297587/FAT_014-22-0-0_13s000101-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882556	ERX1368920	ERR1297588	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297588/ERR1297588.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297588/FAT_DON_19-22-0-0_13s000094-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882554	ERX1368921	ERR1297589	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297589/ERR1297589.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297589/FAT_DON_11-22-0-5_13s000052-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882542	ERX1368922	ERR1297590	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297590/ERR1297590.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297590/FAT_020-22-84-0_13s000045-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882518	ERX1368923	ERR1297591	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297591/ERR1297591.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297591/FAT_012-22-0-0_13s000095-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882513	ERX1368924	ERR1297592	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297592/ERR1297592.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297592/FAT_010-22-0-0_13s000033-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882546	ERX1368925	ERR1297593	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297593/ERR1297593.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297593/FAT_023-22-42-0_13s000085-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882534	ERX1368926	ERR1297594	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297594/ERR1297594.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297594/FAT_017-22-14-0_13s000069-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882507	ERX1368927	ERR1297595	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297595/ERR1297595.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297595/FAT_006-22-84-0_13s000120-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882524	ERX1368928	ERR1297596	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297596/ERR1297596.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297596/FAT_014-22-14-0_13s000104-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882526	ERX1368929	ERR1297597	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297597/ERR1297597.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297597/FAT_014-22-42-0_13s000046-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882524	ERX1368930	ERR1297598	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297598/ERR1297598.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297598/FAT_014-22-14-0_13s000104-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882505	ERX1368931	ERR1297599	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297599/ERR1297599.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297599/FAT_006-22-2-0_13s000071-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882529	ERX1368932	ERR1297600	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297600/ERR1297600.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297600/FAT_015-22-14-0_13s000111-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882513	ERX1368933	ERR1297601	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297601/ERR1297601.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297601/FAT_010-22-0-0_13s000033-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882509	ERX1368934	ERR1297602	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297602/ERR1297602.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297602/FAT_008-22-14-0_13s000062-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882507	ERX1368935	ERR1297603	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297603/ERR1297603.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297603/FAT_006-22-84-0_13s000120-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882542	ERX1368936	ERR1297604	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297604/ERR1297604.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297604/FAT_020-22-84-0_13s000045-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882529	ERX1368937	ERR1297605	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297605/ERR1297605.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297605/FAT_015-22-14-0_13s000111-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882519	ERX1368938	ERR1297606	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297606/ERR1297606.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297606/FAT_012-22-14-0_13s000063-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882510	ERX1368939	ERR1297607	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297607/ERR1297607.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297607/FAT_008-22-2-0_13s000123-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882522	ERX1368940	ERR1297608	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297608/ERR1297608.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297608/FAT_012-22-84-0_13s000108-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882530	ERX1368941	ERR1297609	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297609/ERR1297609.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297609/FAT_015-22-2-0_13s000124-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882514	ERX1368942	ERR1297610	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297610/ERR1297610.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297610/FAT_010-22-14-0_13s000119-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882554	ERX1368943	ERR1297611	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297611/ERR1297611.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297611/FAT_DON_11-22-0-5_13s000052-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882508	ERX1368944	ERR1297612	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297612/ERR1297612.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297612/FAT_008-22-0-0_13s000074-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882528	ERX1368945	ERR1297613	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297613/ERR1297613.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297613/FAT_015-22-0-0_13s000057-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882549	ERX1368946	ERR1297614	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297614/ERR1297614.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297614/FAT_024-22-14-0_13s000034-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882543	ERX1368947	ERR1297615	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297615/ERR1297615.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297615/FAT_023-22-0-0_13s000047-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882545	ERX1368948	ERR1297616	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297616/ERR1297616.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297616/FAT_023-22-2-0_13s000117-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882536	ERX1368949	ERR1297617	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297617/ERR1297617.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297617/FAT_017-22-42-0_13s000068-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882533	ERX1368950	ERR1297618	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297618/ERR1297618.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297618/FAT_017-22-0-0_13s000127-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882544	ERX1368951	ERR1297619	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297619/ERR1297619.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297619/FAT_023-22-14-0_13s000129-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882557	ERX1368952	ERR1297620	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297620/ERR1297620.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297620/FAT_DON_8-22-0-0_13s000039-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882521	ERX1368953	ERR1297621	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297621/ERR1297621.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297621/FAT_012-22-42-0_13s000054-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882537	ERX1368954	ERR1297622	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297622/ERR1297622.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297622/FAT_017-22-84-0_13s000114-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882527	ERX1368955	ERR1297623	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297623/ERR1297623.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297623/FAT_014-22-84-0_13s000107-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882511	ERX1368956	ERR1297624	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297624/ERR1297624.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297624/FAT_008-22-42-0_13s000031-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882543	ERX1368957	ERR1297625	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297625/ERR1297625.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297625/FAT_023-22-0-0_13s000047-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882512	ERX1368958	ERR1297626	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297626/ERR1297626.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297626/FAT_008-22-84-0_13s000075-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882555	ERX1368959	ERR1297627	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297627/ERR1297627.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297627/FAT_DON_11-22-0-6_13s000061-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882557	ERX1368960	ERR1297628	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297628/ERR1297628.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297628/FAT_DON_8-22-0-0_13s000039-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882513	ERX1368961	ERR1297629	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297629/ERR1297629.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297629/FAT_010-22-0-0_13s000033-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882554	ERX1368962	ERR1297630	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297630/ERR1297630.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297630/FAT_DON_11-22-0-5_13s000052-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882510	ERX1368963	ERR1297631	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297631/ERR1297631.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297631/FAT_008-22-2-0_13s000123-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882549	ERX1368964	ERR1297632	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297632/ERR1297632.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297632/FAT_024-22-14-0_13s000034-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882507	ERX1368965	ERR1297633	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297633/ERR1297633.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297633/FAT_006-22-84-0_13s000120-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882544	ERX1368966	ERR1297634	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297634/ERR1297634.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297634/FAT_023-22-14-0_13s000129-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882547	ERX1368967	ERR1297635	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297635/ERR1297635.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297635/FAT_023-22-84-0_13s000066-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882538	ERX1368968	ERR1297636	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297636/ERR1297636.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297636/FAT_020-22-0-0_13s000115-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882557	ERX1368969	ERR1297637	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297637/ERR1297637.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297637/FAT_DON_8-22-0-0_13s000039-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882514	ERX1368970	ERR1297638	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297638/ERR1297638_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297638/ERR1297638_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297638/FAT_010-22-14-0_13s000119-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297638/FAT_010-22-14-0_13s000119-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882548	ERX1368971	ERR1297639	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297639/ERR1297639_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297639/ERR1297639_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297639/FAT_024-22-0-0_13s000091-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297639/FAT_024-22-0-0_13s000091-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882514	ERX1368972	ERR1297640	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297640/ERR1297640_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297640/ERR1297640_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297640/FAT_010-22-14-0_13s000119-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297640/FAT_010-22-14-0_13s000119-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882535	ERX1368973	ERR1297641	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297641/ERR1297641_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297641/ERR1297641_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297641/FAT_017-22-2-0_13s000082-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297641/FAT_017-22-2-0_13s000082-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882551	ERX1368974	ERR1297642	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297642/ERR1297642_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297642/ERR1297642_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297642/FAT_024-22-42-0_13s000044-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297642/FAT_024-22-42-0_13s000044-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882552	ERX1368975	ERR1297643	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297643/ERR1297643_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297643/ERR1297643_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297643/FAT_024-22-84-0_13s000113-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297643/FAT_024-22-84-0_13s000113-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882504	ERX1368976	ERR1297644	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297644/ERR1297644_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297644/ERR1297644_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297644/FAT_006-22-14-0_13s000131-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297644/FAT_006-22-14-0_13s000131-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882508	ERX1368977	ERR1297645	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297645/ERR1297645_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297645/ERR1297645_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297645/FAT_008-22-0-0_13s000074-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297645/FAT_008-22-0-0_13s000074-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882533	ERX1368978	ERR1297646	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297646/ERR1297646_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297646/ERR1297646_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297646/FAT_017-22-0-0_13s000127-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297646/FAT_017-22-0-0_13s000127-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882556	ERX1368979	ERR1297647	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297647/ERR1297647_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297647/ERR1297647_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297647/FAT_DON_19-22-0-0_13s000094-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297647/FAT_DON_19-22-0-0_13s000094-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882545	ERX1368980	ERR1297648	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297648/ERR1297648_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297648/ERR1297648_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297648/FAT_023-22-2-0_13s000117-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297648/FAT_023-22-2-0_13s000117-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882556	ERX1368981	ERR1297649	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297649/ERR1297649_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297649/ERR1297649_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297649/FAT_DON_19-22-0-0_13s000094-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297649/FAT_DON_19-22-0-0_13s000094-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882520	ERX1368982	ERR1297650	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297650/ERR1297650_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297650/ERR1297650_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297650/FAT_012-22-2-0_13s000099-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297650/FAT_012-22-2-0_13s000099-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	
PRJEB12357	SAMEA3882524	ERX1368983	ERR1297651	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297651/ERR1297651_1.fastq.gz;ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297651/ERR1297651_2.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297651/FAT_014-22-14-0_13s000104-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297651/FAT_014-22-14-0_13s000104-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	
